group_name,auc_roc,auc_pr,precision,recall,f1,optimal_threshold,n_samples,n_positives,n_negatives,tp,fp,fn,tn,tool,depth,read,deam
Clark_depth40_read100_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,100,0.1
Clark_depth40_read100_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,100,0.2
Clark_depth40_read100_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,100,0.3
Clark_depth60_read20_deam0.0,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,20,0.0
Clark_depth60_read20_deam0.1,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,20,0.1
Clark_depth60_read20_deam0.2,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,20,0.2
Clark_depth60_read20_deam0.3,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,20,0.3
Clark_depth60_read30_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.022099447513812154,33,1,32,1,32,0,0,Clark,60,30,0.0
Clark_depth60_read30_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.02586206896551724,33,1,32,1,32,0,0,Clark,60,30,0.1
Clark_depth60_read30_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.04,33,1,32,1,32,0,0,Clark,60,30,0.2
Clark_depth60_read30_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.07142857142857142,33,1,32,1,32,0,0,Clark,60,30,0.3
Clark_depth60_read40_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.14666666666666667,33,1,32,1,32,0,0,Clark,60,40,0.0
Clark_depth60_read40_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.12195121951219512,33,1,32,1,32,0,0,Clark,60,40,0.1
Clark_depth60_read40_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.12195121951219512,33,1,32,1,32,0,0,Clark,60,40,0.2
Clark_depth60_read40_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.08,33,1,32,1,32,0,0,Clark,60,40,0.3
Clark_depth60_read50_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.2033898305084746,33,1,32,1,32,0,0,Clark,60,50,0.0
Clark_depth60_read50_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.18181818181818182,33,1,32,1,32,0,0,Clark,60,50,0.1
Clark_depth60_read50_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.0851063829787234,33,1,32,1,32,0,0,Clark,60,50,0.2
Clark_depth60_read50_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.0851063829787234,33,1,32,1,32,0,0,Clark,60,50,0.3
Clark_depth60_read75_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,75,0.0
Clark_depth60_read75_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,75,0.1
Clark_depth60_read75_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,75,0.2
Clark_depth60_read75_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,75,0.3
Clark_depth60_read100_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,100,0.0
Clark_depth60_read100_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,100,0.1
Clark_depth60_read100_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,100,0.2
Clark_depth60_read100_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,60,100,0.3
Falcon2_depth1_read20_deam0.0,0.9925,0.975,1.0,0.875,0.9333333333333333,3.087719298245614,33,8,25,7,0,1,25,Falcon2,1,20,0.0
Falcon2_depth1_read20_deam0.1,0.9825,0.9519230769230769,1.0,0.875,0.9333333333333333,2.723684210526316,33,8,25,7,0,1,25,Falcon2,1,20,0.1
Falcon2_depth1_read20_deam0.2,0.9550000000000001,0.805940934065934,0.875,0.875,0.875,1.1578947368421053,33,8,25,7,1,1,24,Falcon2,1,20,0.2
Falcon2_depth1_read20_deam0.3,0.9550000000000001,0.8226076007326009,0.875,0.875,0.875,1.1578947368421053,33,8,25,7,1,1,24,Falcon2,1,20,0.3
Falcon2_depth1_read30_deam0.0,0.9950000000000001,0.9861111111111112,1.0,0.875,0.9333333333333333,1.3533834586466167,33,8,25,7,0,1,25,Falcon2,1,30,0.0
Falcon2_depth1_read30_deam0.1,0.9950000000000001,0.9861111111111112,1.0,0.875,0.9333333333333333,1.6917293233082709,33,8,25,7,0,1,25,Falcon2,1,30,0.1
Falcon2_depth1_read30_deam0.2,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.6917293233082706,33,8,25,8,1,0,24,Falcon2,1,30,0.2
Falcon2_depth1_read30_deam0.3,0.9800000000000001,0.9340277777777779,0.8888888888888888,1.0,0.9411764705882353,0.6766917293233083,33,8,25,8,1,0,24,Falcon2,1,30,0.3
Falcon2_depth1_read40_deam0.0,0.9975,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.631578947368421,33,8,25,8,1,0,24,Falcon2,1,40,0.0
Falcon2_depth1_read40_deam0.1,0.9975,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.631578947368421,33,8,25,8,1,0,24,Falcon2,1,40,0.1
Falcon2_depth1_read40_deam0.2,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.6081871345029239,33,8,25,8,1,0,24,Falcon2,1,40,0.2
Falcon2_depth1_read40_deam0.3,0.9875,0.9526289682539684,0.8888888888888888,1.0,0.9411764705882353,0.6973684210526315,33,8,25,8,1,0,24,Falcon2,1,40,0.3
Falcon2_depth1_read50_deam0.0,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.7969924812030075,33,8,25,8,1,0,24,Falcon2,1,50,0.0
Falcon2_depth1_read50_deam0.1,0.9975,0.9861111111111112,1.0,0.875,0.9333333333333333,1.0263157894736843,33,8,25,7,0,1,25,Falcon2,1,50,0.1
Falcon2_depth1_read50_deam0.2,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.7105263157894737,33,8,25,8,1,0,24,Falcon2,1,50,0.2
Falcon2_depth1_read50_deam0.3,0.9925,0.9704861111111112,0.8888888888888888,1.0,0.9411764705882353,0.6842105263157895,33,8,25,8,1,0,24,Falcon2,1,50,0.3
Falcon2_depth1_read75_deam0.0,0.9975,0.9861111111111112,1.0,0.875,0.9333333333333333,1.0263157894736843,33,8,25,7,0,1,25,Falcon2,1,75,0.0
Falcon2_depth1_read75_deam0.1,1.0,1.0,1.0,1.0,1.0,1.1368421052631579,33,8,25,8,0,0,25,Falcon2,1,75,0.1
Falcon2_depth1_read75_deam0.2,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.6973684210526315,33,8,25,8,1,0,24,Falcon2,1,75,0.2
Falcon2_depth1_read75_deam0.3,0.9925,0.9704861111111112,0.8888888888888888,1.0,0.9411764705882353,0.6973684210526315,33,8,25,8,1,0,24,Falcon2,1,75,0.3
Falcon2_depth1_read100_deam0.0,0.9975,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.6842105263157895,33,8,25,8,1,0,24,Falcon2,1,100,0.0
Falcon2_depth1_read100_deam0.1,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.7669172932330827,33,8,25,8,1,0,24,Falcon2,1,100,0.1
Falcon2_depth1_read100_deam0.2,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.6710526315789473,33,8,25,8,1,0,24,Falcon2,1,100,0.2
Falcon2_depth1_read100_deam0.3,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.6842105263157895,33,8,25,8,1,0,24,Falcon2,1,100,0.3
Falcon2_depth2_read20_deam0.0,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.8210526315789474,33,8,25,8,1,0,24,Falcon2,2,20,0.0
Falcon2_depth2_read20_deam0.1,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.7999999999999999,33,8,25,8,1,0,24,Falcon2,2,20,0.1
Falcon2_depth2_read20_deam0.2,0.985,0.94375,0.8,1.0,0.8888888888888888,0.5714285714285715,33,8,25,8,2,0,23,Falcon2,2,20,0.2
Falcon2_depth2_read20_deam0.3,0.9650000000000001,0.8567956349206349,0.8888888888888888,1.0,0.9411764705882353,0.8210526315789474,33,8,25,8,1,0,24,Falcon2,2,20,0.3
Falcon2_depth2_read30_deam0.0,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.9617224880382775,33,8,25,8,1,0,24,Falcon2,2,30,0.0
Falcon2_depth2_read30_deam0.1,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.631578947368421,33,8,25,8,1,0,24,Falcon2,2,30,0.1
Falcon2_depth2_read30_deam0.2,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.587719298245614,33,8,25,8,1,0,24,Falcon2,2,30,0.2
Falcon2_depth2_read30_deam0.3,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.5425101214574899,33,8,25,8,1,0,24,Falcon2,2,30,0.3
Falcon2_depth2_read40_deam0.0,1.0,1.0,1.0,1.0,1.0,1.168421052631579,33,8,25,8,0,0,25,Falcon2,2,40,0.0
Falcon2_depth2_read40_deam0.1,1.0,1.0,1.0,1.0,1.0,1.3157894736842106,33,8,25,8,0,0,25,Falcon2,2,40,0.1
Falcon2_depth2_read40_deam0.2,1.0,1.0,1.0,1.0,1.0,1.1842105263157894,33,8,25,8,0,0,25,Falcon2,2,40,0.2
Falcon2_depth2_read40_deam0.3,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.6491228070175439,33,8,25,8,1,0,24,Falcon2,2,40,0.3
Falcon2_depth2_read50_deam0.0,1.0,1.0,1.0,1.0,1.0,1.2982456140350878,33,8,25,8,0,0,25,Falcon2,2,50,0.0
Falcon2_depth2_read50_deam0.1,1.0,1.0,1.0,1.0,1.0,1.4802631578947367,33,8,25,8,0,0,25,Falcon2,2,50,0.1
Falcon2_depth2_read50_deam0.3,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.6491228070175439,33,8,25,8,1,0,24,Falcon2,2,50,0.3
Falcon2_depth2_read75_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0909090909090908,33,8,25,8,0,0,25,Falcon2,2,75,0.0
Falcon2_depth2_read75_deam0.1,0.9999999999999999,1.0,1.0,1.0,1.0,1.2982456140350878,33,8,25,8,0,0,25,Falcon2,2,75,0.1
Falcon2_depth2_read75_deam0.2,1.0,1.0,1.0,1.0,1.0,1.2982456140350878,33,8,25,8,0,0,25,Falcon2,2,75,0.2
Falcon2_depth2_read75_deam0.3,1.0,1.0,1.0,1.0,1.0,1.0478468899521531,33,8,25,8,0,0,25,Falcon2,2,75,0.3
Falcon2_depth2_read100_deam0.0,1.0,1.0,1.0,1.0,1.0,1.076555023923445,33,8,25,8,0,0,25,Falcon2,2,100,0.0
Falcon2_depth2_read100_deam0.1,1.0,1.0,1.0,1.0,1.0,1.3157894736842106,33,8,25,8,0,0,25,Falcon2,2,100,0.1
Falcon2_depth2_read100_deam0.2,1.0,1.0,1.0,1.0,1.0,1.2982456140350878,33,8,25,8,0,0,25,Falcon2,2,100,0.2
Falcon2_depth2_read100_deam0.3,1.0,1.0,1.0,1.0,1.0,1.076555023923445,33,8,25,8,0,0,25,Falcon2,2,100,0.3
Falcon2_depth5_read20_deam0.0,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.9323308270676692,33,8,25,8,1,0,24,Falcon2,5,20,0.0
Falcon2_depth5_read20_deam0.1,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.9172932330827067,33,8,25,8,1,0,24,Falcon2,5,20,0.1
Falcon2_depth5_read20_deam0.2,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.7251461988304094,33,8,25,8,1,0,24,Falcon2,5,20,0.2
Falcon2_depth5_read20_deam0.3,0.99,0.9704861111111112,0.8888888888888888,1.0,0.9411764705882353,0.7134502923976608,33,8,25,8,1,0,24,Falcon2,5,20,0.3
Falcon2_depth5_read30_deam0.0,1.0,1.0,1.0,1.0,1.0,1.1842105263157894,33,8,25,8,0,0,25,Falcon2,5,30,0.0
Falcon2_depth5_read30_deam0.1,1.0,1.0,1.0,1.0,1.0,1.1145510835913313,33,8,25,8,0,0,25,Falcon2,5,30,0.1
Falcon2_depth5_read30_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0931174089068825,33,8,25,8,0,0,25,Falcon2,5,30,0.2
Falcon2_depth5_read30_deam0.3,1.0,1.0,1.0,1.0,1.0,1.263157894736842,33,8,25,8,0,0,25,Falcon2,5,30,0.3
Falcon2_depth5_read40_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0885167464114833,33,8,25,8,0,0,25,Falcon2,5,40,0.0
Falcon2_depth5_read40_deam0.1,1.0,1.0,1.0,1.0,1.0,1.210526315789474,33,8,25,8,0,0,25,Falcon2,5,40,0.1
Falcon2_depth5_read40_deam0.2,1.0,1.0,1.0,1.0,1.0,1.1973684210526314,33,8,25,8,0,0,25,Falcon2,5,40,0.2
Falcon2_depth5_read40_deam0.3,1.0,1.0,1.0,1.0,1.0,1.117408906882591,33,8,25,8,0,0,25,Falcon2,5,40,0.3
Falcon2_depth5_read50_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0193905817174516,33,8,25,8,0,0,25,Falcon2,5,50,0.0
Falcon2_depth5_read50_deam0.1,1.0,1.0,1.0,1.0,1.0,1.210526315789474,33,8,25,8,0,0,25,Falcon2,5,50,0.1
Falcon2_depth5_read50_deam0.2,1.0,1.0,1.0,1.0,1.0,1.3205741626794256,33,8,25,8,0,0,25,Falcon2,5,50,0.2
Falcon2_depth5_read50_deam0.3,1.0,1.0,1.0,1.0,1.0,1.1973684210526314,33,8,25,8,0,0,25,Falcon2,5,50,0.3
Falcon2_depth5_read75_deam0.0,1.0,1.0,1.0,1.0,1.0,1.2105263157894735,33,8,25,8,0,0,25,Falcon2,5,75,0.0
Falcon2_depth5_read75_deam0.1,1.0,1.0,1.0,1.0,1.0,1.117408906882591,33,8,25,8,0,0,25,Falcon2,5,75,0.1
Falcon2_depth5_read75_deam0.2,1.0,1.0,1.0,1.0,1.0,1.3062200956937802,33,8,25,8,0,0,25,Falcon2,5,75,0.2
Falcon2_depth5_read75_deam0.3,1.0,1.0,1.0,1.0,1.0,1.210526315789474,33,8,25,8,0,0,25,Falcon2,5,75,0.3
Falcon2_depth5_read100_deam0.0,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.4842105263157895,33,8,25,8,1,0,24,Falcon2,5,100,0.0
Falcon2_depth5_read100_deam0.1,1.0,1.0,1.0,1.0,1.0,1.037593984962406,33,8,25,8,0,0,25,Falcon2,5,100,0.1
Falcon2_depth5_read100_deam0.2,1.0,1.0,1.0,1.0,1.0,1.4526315789473683,33,8,25,8,0,0,25,Falcon2,5,100,0.2
Falcon2_depth5_read100_deam0.3,1.0,1.0,1.0,1.0,1.0,1.3062200956937802,33,8,25,8,0,0,25,Falcon2,5,100,0.3
Falcon2_depth10_read20_deam0.0,1.0,1.0,1.0,1.0,1.0,1.2982456140350878,33,8,25,8,0,0,25,Falcon2,10,20,0.0
Falcon2_depth10_read20_deam0.1,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.6491228070175439,33,8,25,8,1,0,24,Falcon2,10,20,0.1
Falcon2_depth10_read20_deam0.2,0.9975,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.5910931174089068,33,8,25,8,1,0,24,Falcon2,10,20,0.2
Falcon2_depth10_read20_deam0.3,0.9950000000000001,0.9861111111111112,0.8888888888888888,1.0,0.9411764705882353,0.5910931174089068,33,8,25,8,1,0,24,Falcon2,10,20,0.3
Falcon2_depth10_read30_deam0.0,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.4929396662387676,33,8,25,8,1,0,24,Falcon2,10,30,0.0
Falcon2_depth10_read30_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0983981693363845,33,8,25,8,0,0,25,Falcon2,10,30,0.1
Falcon2_depth10_read30_deam0.2,1.0,1.0,1.0,1.0,1.0,1.263157894736842,33,8,25,8,0,0,25,Falcon2,10,30,0.2
Falcon2_depth10_read30_deam0.3,1.0,1.0,1.0,1.0,1.0,1.0105263157894737,33,8,25,8,0,0,25,Falcon2,10,30,0.3
Falcon2_depth10_read40_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0185758513931888,33,8,25,8,0,0,25,Falcon2,10,40,0.0
Falcon2_depth10_read40_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0344827586206897,33,8,25,8,0,0,25,Falcon2,10,40,0.1
Falcon2_depth10_read40_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0994152046783625,33,8,25,8,0,0,25,Falcon2,10,40,0.2
Falcon2_depth10_read40_deam0.3,1.0,1.0,1.0,1.0,1.0,1.1538461538461537,33,8,25,8,0,0,25,Falcon2,10,40,0.3
Falcon2_depth10_read50_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0415512465373962,33,8,25,8,0,0,25,Falcon2,10,50,0.0
Falcon2_depth10_read50_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0755148741418765,33,8,25,8,0,0,25,Falcon2,10,50,0.1
Falcon2_depth10_read50_deam0.2,1.0,1.0,1.0,1.0,1.0,1.319298245614035,33,8,25,8,0,0,25,Falcon2,10,50,0.2
Falcon2_depth10_read50_deam0.3,1.0,1.0,1.0,1.0,1.0,1.0714285714285714,33,8,25,8,0,0,25,Falcon2,10,50,0.3
Falcon2_depth10_read75_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0601503759398496,33,8,25,8,0,0,25,Falcon2,10,75,0.0
Falcon2_depth10_read75_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0601503759398496,33,8,25,8,0,0,25,Falcon2,10,75,0.1
Falcon2_depth10_read75_deam0.2,1.0,1.0,1.0,1.0,1.0,1.236842105263158,33,8,25,8,0,0,25,Falcon2,10,75,0.2
Falcon2_depth10_read75_deam0.3,1.0,1.0,1.0,1.0,1.0,1.3492822966507176,33,8,25,8,0,0,25,Falcon2,10,75,0.3
Falcon2_depth10_read100_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0994152046783625,33,8,25,8,0,0,25,Falcon2,10,100,0.0
Falcon2_depth10_read100_deam0.1,1.0,1.0,1.0,1.0,1.0,1.030701754385965,33,8,25,8,0,0,25,Falcon2,10,100,0.1
Falcon2_depth10_read100_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0415512465373962,33,8,25,8,0,0,25,Falcon2,10,100,0.2
Falcon2_depth10_read100_deam0.3,1.0,1.0,1.0,1.0,1.0,1.236842105263158,33,8,25,8,0,0,25,Falcon2,10,100,0.3
Falcon2_depth20_read20_deam0.0,1.0,1.0,1.0,1.0,1.0,1.008097165991903,33,8,25,8,0,0,25,Falcon2,20,20,0.0
Falcon2_depth20_read20_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0921052631578947,33,8,25,8,0,0,25,Falcon2,20,20,0.1
Falcon2_depth20_read20_deam0.2,1.0,1.0,1.0,1.0,1.0,1.008097165991903,33,8,25,8,0,0,25,Falcon2,20,20,0.2
Falcon2_depth20_read20_deam0.3,1.0,1.0,1.0,1.0,1.0,1.1649122807017545,33,8,25,8,0,0,25,Falcon2,20,20,0.3
Falcon2_depth20_read30_deam0.0,1.0,1.0,1.0,1.0,1.0,1.001031991744066,33,8,25,8,0,0,25,Falcon2,20,30,0.0
Falcon2_depth20_read30_deam0.1,1.0,1.0,1.0,1.0,1.0,1.1345029239766082,33,8,25,8,0,0,25,Falcon2,20,30,0.1
Falcon2_depth20_read30_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0635964912280702,33,8,25,8,0,0,25,Falcon2,20,30,0.2
Falcon2_depth20_read30_deam0.3,1.0,1.0,1.0,1.0,1.0,1.0210526315789472,33,8,25,8,0,0,25,Falcon2,20,30,0.3
Falcon2_depth20_read40_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0204081632653061,33,8,25,8,0,0,25,Falcon2,20,40,0.0
Falcon2_depth20_read40_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0256410256410255,33,8,25,8,0,0,25,Falcon2,20,40,0.1
Falcon2_depth20_read40_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0606060606060606,33,8,25,8,0,0,25,Falcon2,20,40,0.2
Falcon2_depth20_read40_deam0.3,1.0,1.0,1.0,1.0,1.0,1.25,33,8,25,8,0,0,25,Falcon2,20,40,0.3
Falcon2_depth20_read50_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0204081632653061,33,8,25,8,0,0,25,Falcon2,20,50,0.0
Falcon2_depth20_read50_deam0.1,1.0,1.0,1.0,1.0,1.0,1.125,33,8,25,8,0,0,25,Falcon2,20,50,0.1
Falcon2_depth20_read50_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0714285714285714,33,8,25,8,0,0,25,Falcon2,20,50,0.2
Falcon2_depth20_read50_deam0.3,1.0,1.0,1.0,1.0,1.0,1.25,33,8,25,8,0,0,25,Falcon2,20,50,0.3
Falcon2_depth20_read75_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0869565217391304,33,8,25,8,0,0,25,Falcon2,20,75,0.0
Falcon2_depth20_read75_deam0.1,1.0,1.0,1.0,1.0,1.0,1.022727272727273,33,8,25,8,0,0,25,Falcon2,20,75,0.1
Falcon2_depth20_read75_deam0.2,1.0,1.0,1.0,1.0,1.0,1.129032258064516,33,8,25,8,0,0,25,Falcon2,20,75,0.2
Falcon2_depth20_read75_deam0.3,1.0,1.0,1.0,1.0,1.0,1.1363636363636365,33,8,25,8,0,0,25,Falcon2,20,75,0.3
Falcon2_depth20_read100_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0638297872340425,33,8,25,8,0,0,25,Falcon2,20,100,0.0
Falcon2_depth20_read100_deam0.1,1.0,1.0,1.0,1.0,1.0,1.022727272727273,33,8,25,8,0,0,25,Falcon2,20,100,0.1
Falcon2_depth20_read100_deam0.2,1.0,1.0,1.0,1.0,1.0,1.1666666666666665,33,8,25,8,0,0,25,Falcon2,20,100,0.2
Falcon2_depth20_read100_deam0.3,1.0,1.0,1.0,1.0,1.0,1.25,33,8,25,8,0,0,25,Falcon2,20,100,0.3
Falcon2_depth40_read20_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0640732265446224,33,8,25,8,0,0,25,Falcon2,40,20,0.0
Falcon2_depth40_read20_deam0.1,1.0,1.0,1.0,1.0,1.0,1.2236842105263157,33,8,25,8,0,0,25,Falcon2,40,20,0.1
Falcon2_depth40_read20_deam0.2,1.0,1.0,1.0,1.0,1.0,1.334928229665072,33,8,25,8,0,0,25,Falcon2,40,20,0.2
Falcon2_depth40_read20_deam0.3,1.0,1.0,1.0,1.0,1.0,1.305263157894737,33,8,25,8,0,0,25,Falcon2,40,20,0.3
Falcon2_depth40_read30_deam0.0,1.0,1.0,1.0,1.0,1.0,1.097424412094065,33,8,25,8,0,0,25,Falcon2,40,30,0.0
Falcon2_depth40_read30_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0210526315789474,33,8,25,8,0,0,25,Falcon2,40,30,0.1
Falcon2_depth40_read30_deam0.2,1.0,1.0,1.0,1.0,1.0,1.1038406827880511,33,8,25,8,0,0,25,Falcon2,40,30,0.2
Falcon2_depth40_read30_deam0.3,1.0,1.0,1.0,1.0,1.0,1.1167763157894737,33,8,25,8,0,0,25,Falcon2,40,30,0.3
Falcon2_depth40_read40_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,33,8,25,8,0,0,25,Falcon2,40,40,0.0
Falcon2_depth40_read40_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0311493018259936,33,8,25,8,0,0,25,Falcon2,40,40,0.1
Falcon2_depth40_read40_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0575275397796817,33,8,25,8,0,0,25,Falcon2,40,40,0.2
Falcon2_depth40_read40_deam0.3,1.0,1.0,1.0,1.0,1.0,1.1409168081494057,33,8,25,8,0,0,25,Falcon2,40,40,0.3
Falcon2_depth40_read50_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,33,8,25,8,0,0,25,Falcon2,40,50,0.0
Falcon2_depth40_read50_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,33,8,25,8,0,0,25,Falcon2,40,50,0.1
Falcon2_depth40_read50_deam0.2,1.0,1.0,1.0,1.0,1.0,1.1091142490372272,33,8,25,8,0,0,25,Falcon2,40,50,0.2
Falcon2_depth40_read50_deam0.3,1.0,1.0,1.0,1.0,1.0,1.0453720508166968,33,8,25,8,0,0,25,Falcon2,40,50,0.3
Falcon2_depth40_read75_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,33,8,25,8,0,0,25,Falcon2,40,75,0.0
Falcon2_depth40_read75_deam0.1,1.0,1.0,1.0,1.0,1.0,1.089783281733746,33,8,25,8,0,0,25,Falcon2,40,75,0.1
Falcon2_depth40_read75_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0827067669172932,33,8,25,8,0,0,25,Falcon2,40,75,0.2
Falcon2_depth40_read75_deam0.3,1.0,1.0,1.0,1.0,1.0,1.1228070175438596,33,8,25,8,0,0,25,Falcon2,40,75,0.3
Falcon2_depth40_read100_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,33,8,25,8,0,0,25,Falcon2,40,100,0.0
Falcon2_depth40_read100_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0311493018259936,33,8,25,8,0,0,25,Falcon2,40,100,0.1
Falcon2_depth40_read100_deam0.2,1.0,1.0,1.0,1.0,1.0,1.0105263157894737,33,8,25,8,0,0,25,Falcon2,40,100,0.2
Falcon2_depth40_read100_deam0.3,1.0,1.0,1.0,1.0,1.0,1.0105263157894737,33,8,25,8,0,0,25,Falcon2,40,100,0.3
Falcon2_depth60_read20_deam0.0,1.0,1.0,1.0,1.0,1.0,1.0717703349282297,33,8,25,8,0,0,25,Falcon2,60,20,0.0
Falcon2_depth60_read20_deam0.1,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,33,8,25,8,0,0,25,Falcon2,60,20,0.1
Falcon2_depth60_read20_deam0.2,1.0,1.0,1.0,1.0,1.0,1.165991902834008,33,8,25,8,0,0,25,Falcon2,60,20,0.2
